,publishedAt,content,url,locations_and_times
190,2019-03-23T03:29:55Z,"Posted 
March 23, 2019 14:29:55
The mystery of who killed three friends in cold blood on a road trip in north-west Queensland 40 years ago is ""solvable"", detectives say, as they and the victims families launch a new appeal for information on the case.
Key … [+4549 chars]",https://www.abc.net.au/news/2019-03-23/cold-case-of-trio-shot-in-mount-isa-bush-prompts-fresh-appeal/10932808,"[('March 23, 2019', 'DATE'), ('Queensland', 'GPE'), ('40 years ago', 'DATE')]"
191,2019-03-29T18:48:58Z,"ANCHORAGE, Alaska (AP) Alaska’s Taylor Highway has opened to traffic.
The 160-mile (257.48-kilometer) road extends north from the Alaska Highway to the city of Eagle. The highway closes each winter.
State highway crews began removing snow along the road in … [+573 chars]",https://www.seattletimes.com/seattle-news/northwest/alaskas-taylor-highway-opens-after-winter-closure/,"[('Alaska', 'GPE'), ('Alaska', 'GPE')]"
192,2019-03-29T00:35:39Z,"Space and Access
The pocketing is smart and efficient with some charming details. There's a total of five pockets: two on the outside, three on the inside. 
The zippered interior pocket at the back of the bag is sealed with a hand-polished brass YKK Excella… [+6895 chars]",https://www.carryology.com/reviews-2/mismo-m-s-soft-work-briefcase-road-test/,[]
193,2019-04-01T20:38:54Z,"While most missing persons are reported to police after a loved one realizes they are missing, Lauren Colvin Thompsons case is different: Police were searching for her before she had even disappeared. 
 On January 10, at 2:24 in the afternoon, our 911 operat… [+4354 chars]",https://www.nbcnews.com/feature/missing-in-america/texas-mother-lauren-colvin-thompson-still-missing-after-sounding-disoriented-n989731,"[('January 10', 'DATE')]"
194,2019-04-09T19:51:42Z,"The Highway 99 tunnel, which has been open for about two months, will receive its first checkup this weekend, bringing temporary lane closures and traffic detours.
Overnight on Friday, southbound Highway 99 traffic will exit at Harrison Street so crews can i… [+1278 chars]",https://www.seattletimes.com/seattle-news/transportation/maintenance-and-repairs-will-bring-closures-on-ramps-roads-and-inside-the-highway-99-tunnel/,"[('Highway', 'GPE'), ('about two months', 'DATE'), ('this weekend', 'DATE'), ('Friday', 'DATE')]"
195,2019-03-20T18:03:12Z,"Adventure boots are designed in a similar vein to adventure motorcycles, ready to handle the rigors of off-road, yet still be comfortable enough to use day in and day out. Adventure boots are made to be protective, but not as stiff as a motocross boot so that… [+9706 chars]",https://www.motorcycle.com/products/best-adventure-motorcycle-boots,"[('day', 'DATE')]"
196,2019-03-20T21:20:17Z,Washington State head coach Mike Leach eats a banana as he stands on the field during warmups. The Cougs take the field on April 20 for their Crimson and Gray intra squad football game. The state Department of Transportation may pick that weekend to close a s… [+3991 chars],https://www.seattlepi.com/local/politics/article/Warning-for-WSU-bound-travelers-The-detour-is-13703812.php,"[('Washington State', 'GPE'), ('April 20', 'DATE')]"
197,2019-03-15T21:11:37Z,"A police investigation is causing serious delays on major commuter roadways and public transit lines in Toronto during the Friday afternoon rush hour. 
There is no service on Line 2 of the subway between St. George and Broadview stations, taking the heavily … [+1317 chars]",https://www.blogto.com/city/2019/03/ttc-dvp-closed-police-investigation/,"[('Toronto', 'GPE'), ('Friday', 'DATE'), ('St. George', 'GPE'), ('Broadview', 'GPE')]"
198,2019-04-15T09:04:15Z,"The worlds largest darknet website, Dream Market, will close on April 30th amid speculation of a bust by law enforcement.
After weeks of downtime and DDOS attacks, users of Dream Market were greeted by an announcement stating that the market is shutting down… [+1640 chars]",https://finance.yahoo.com/news/world-biggest-darknet-dream-market-090415183.html,"[('April 30th', 'DATE'), ('weeks', 'DATE')]"
199,2019-03-26T12:35:32Z,"Trucks spew pollution into communities like Commerce, California, as they make their way along the Long Beach Freeway. (East Yard Communities for Environmental Justice.)
Thank you for signing up. For more from The Nation, check out our latest issue.
Thank y… [+8798 chars]",https://www.thenation.com/article/climate-catastrophe-solutions-begin-grassroots/,"[('Commerce', 'GPE'), ('California', 'GPE')]"
200,2019-04-04T11:48:00Z,"Spaceflight company SpaceX test-fired the engines of its prototype Starship vehicle on Wednesday at its Boca Chica, Texas, test facility, the Verge reported, in a static fire configuration that saw the spacecraft tethered to the ground.
SpaceX calls the prot… [+2422 chars]",https://gizmodo.com/spacex-successfully-test-fires-its-starhopper-prototype-1833799522,"[('Wednesday', 'DATE'), ('Boca Chica', 'GPE'), ('Texas', 'GPE')]"
201,2019-03-31T12:12:35Z,"A forest fire in Burlington County has grown to more than 5,000 acres, forcing a road closure and voluntary evacuations.",https://news.yahoo.com/forest-fire-continues-burn-burlington-121235062.html,"[('Burlington County', 'GPE')]"
202,2019-04-07T06:36:00Z,"The ban on civilian traffic on the national highway from Jammu to Srinagar came into effect today, stranding thousands of travellers. 
From early in the morning, police, CRPF and army jawans began enforcing the ban on civilian traffic on the national highway… [+4373 chars]",https://www.hindustantimes.com/india-news/two-day-per-week-ban-on-civilian-vehicles-on-jammu-srinagar-highway-comes-into-force/story-xPp1pORd8OhwiLiZTI3XKJ.html,"[('Jammu', 'GPE'), ('Srinagar', 'GPE'), ('today', 'DATE')]"
